Brand,Area,Whiskies,Votes,Rating,WB Ranking
Peat Freak,Scotland,1,1,85,C
Peat Peak,Scotland,1,1,82.25,D
Peat Reek,Scotland,55,41,85.23,C
Peat's Beast,Scotland,6,5,83.9,D
Peatbull,Scotland,1,NA,NA,G
Peated Highland,Scotland,16,15,83.67,D
Peated Orkney,Scotland,1,NA,NA,G
Peated Young Malt,Denmark,1,1,73.5,F
Peatfire!,Scotland,1,1,82,D
Peatland,Scotland,1,1,77,E
Peatreekers,Scotland,1,NA,NA,G
Peatside,Scotland,13,10,83.6,D
Peaty Five,Scotland,6,3,84.44,D
Peaty Overaged Malt Whisky,France,1,1,90,B
Pebble Beach,Scotland,1,1,83.25,D
Peerless,United States,2,1,89,C
Peg Leg Porker,United States,1,NA,NA,G
Pelter,Israel,1,1,78.5,E
Pemberton Distillery,Canada,5,2,82,D
Penderyn,United Kingdom,108,80,82.78,D
Pendleton,Canada,5,3,71.39,F
PennyPacker,United States,5,4,69.31,G
Penrose,Scotland,1,NA,NA,G
Penthouse,United States,1,NA,NA,G
Peregrine Rock,United States,1,NA,NA,G
Perry's,Scotland,2,NA,NA,G
Persian Empire,Canada,1,NA,NA,G
Persse's Distillery,Ireland,2,NA,NA,G
Peter Affenzeller,Austria,6,3,68.97,G
Peter Dawson,Scotland,16,2,76.5,E
Peter Jake's,United States,1,NA,NA,G
Pfälzer Leidenschaft,Germany,5,3,84.61,D
Pfanner,Austria,9,8,75.66,E
Pfau Brennerei,Austria,4,1,59.5,G
Pheasant Plucker,Scotland,2,NA,NA,G
Phenomenology,Scotland,2,2,87.4,C
Philadelphia,United States,1,NA,NA,G
Philadelphia Distilling,United States,1,NA,NA,G
Phillips Union,,1,NA,NA,G
Pig's Nose,Scotland,5,5,76.32,E
Pike Creek,Canada,7,7,80.98,D
Pikesville,United States,3,3,80.9,D
Pillage,Scotland,2,2,86.67,C
Pillaged,Scotland,1,1,90.5,B
Pinch,Scotland,6,4,79.58,E
Pine Barrens,United States,17,3,80.33,D
Pinhook,United States,7,NA,NA,G
Pinwinnie,Scotland,9,4,76.61,E
Pipe House,Germany,3,1,57,G
Pipe Major,Scotland,3,NA,NA,G
Piper,Scotland,2,NA,NA,G
Pipers Clan,Scotland,5,NA,NA,G
Pittsburgh Distilling Company,United States,4,NA,NA,G
Pittyvaich,Scotland,90,54,83.88,D
Plankinton Reserve,Scotland,1,NA,NA,G
Platte Valley,United States,6,3,71.61,F
Plenty,United States,1,NA,NA,G
Plus-Four,Scotland,1,NA,NA,G
Pluscarden,Scotland,4,4,87.86,C
Pluscarden Valley,Scotland,3,2,90.75,B
Plutonia,Scotland,5,5,87.79,C
Pointers,Scotland,8,NA,NA,G
Poit Dhubh,Scotland,31,21,84.12,D
Polly's Casks,Scotland,1,NA,NA,G
Pommerscher Greif,Germany,10,10,72.6,F
Popcorn Sutton,United States,3,1,60,G
Port Askaig,Scotland,23,23,86.87,C
Port Cask,Scotland,2,2,89.63,C
Port Charlotte,Scotland,495,418,87.74,C
Port Chilkoot,United States,2,NA,NA,G
Port Dundas,Scotland,125,96,85.72,C
Port Ellen,Scotland,1049,832,89.63,C
Portside,Scotland,1,1,87.76,C
Portsoy,Scotland,1,1,85.88,C
Pot Lid,Scotland,2,NA,NA,G
Potter,Canada,7,6,83.18,D
Potter's,United States,2,NA,NA,G
Pow-wow,United States,2,2,72.88,F
Powers,Ireland,28,17,81.6,D
Praskoveyskoe,Russian Federation,5,3,58.17,G
Precinct No. 6,United States,1,NA,NA,G
Premiers,Scotland,18,NA,NA,G
Premiers Choice,Scotland,2,2,83.13,D
President,Scotland,4,3,81.78,D
Prestonfield,Scotland,10,7,84.32,D
Prestonfield House,Scotland,3,3,80.56,D
Preußische P8 382267,Scotland,1,1,86.25,C
Preussischer Whisky,Germany,36,17,69.96,G
Prichard's,United States,13,7,80.28,D
Pride of Islay,Scotland,5,5,83.56,D
Pride of Orkney,Scotland,5,5,81.8,D
Pride of Strathspey,Scotland,27,21,91.74,B
Pride of the Lowlands,Scotland,3,2,83.97,D
Prima Contione,,1,1,84,D
Prime Blue,Scotland,5,NA,NA,G
Prince Charlie,Scotland,6,NA,NA,G
Prince Consort,United Kingdom,NA,NA,NA,G
Prince Howard,Scotland,1,NA,NA,G
Prince of Wales,United Kingdom,14,1,78.33,E
Prince Regent,Scotland,1,1,90.22,B
Princes Liqueur,Scotland,1,NA,NA,G
Printer's,Czech Republic,2,1,57.25,G
Pritchard's,Scotland,1,NA,NA,G
Private Stock,Scotland,6,6,81.31,D
Prizefight,Ireland,1,1,80,D
Probably Speyside's Finest,Scotland,34,31,89.29,C
Prometheus,Scotland,3,3,89.58,C
Proof 107,United States,1,NA,NA,G
Prum,Germany,5,4,73.67,F
Puni,Italy,20,20,78.26,E
Punish95,United States,2,NA,NA,G
Pure Antique,United States,1,NA,NA,G
Pure Kentucky,United States,7,7,83.14,D
Pure Malt,Scotland,8,2,80.25,D
Pure Malt Scotch Whisky,Scotland,2,1,89,C
Pure Scot,Scotland,3,1,76.75,E
Pure Single Malt,Scotland,8,6,88,C
Pure Taste,Belgium,4,4,79.82,E
Purely Medicinal,Scotland,1,NA,NA,G
Putachieside,Scotland,4,3,82.72,D
Putnam,United States,2,NA,NA,G
Q,Japan,1,NA,NA,G
Q & P Land,Scotland,2,NA,NA,G
QE2,Scotland,5,2,86,C
Queen Anne,Scotland,23,9,79.74,E
Queen Elizabeth,Scotland,5,1,83,D
Queen Jennie,United States,1,NA,NA,G
Queen Margot,Scotland,7,5,63.81,G
Queen Mary 2,,1,NA,NA,G
Queen Mary of Scots,Scotland,1,1,35,G
Queen Mary's Seal,Scotland,1,NA,NA,G
Queen of Scotland,Scotland,1,1,57.2,G
Queen of Scots,Scotland,1,1,54,G
Queen of Spey,Scotland,1,1,84.33,D
Queen's Castle,Scotland,4,1,80,D
Queen's Tower,Scotland,2,NA,NA,G
Queens & Kings,Germany,6,4,85.67,C
Queensferry Lodge Hotel,Scotland,1,NA,NA,G
Quingdao Whisky,,1,NA,NA,G
Quinn Group,Ireland,2,NA,NA,G
Quintessential,Scotland,1,NA,NA,G
R & B,Scotland,2,NA,NA,G
R. A,Scotland,1,NA,NA,G
R.J. Hodges,United States,1,NA,NA,G
Raasay,Scotland,3,3,84.21,D
Rabbie's Dram,Scotland,1,NA,NA,G
Rabbit Hole,United States,3,NA,NA,G
Racke Rauchzart,Germany,11,5,70.68,F
Rackhouse,United States,2,2,79.75,E
Raetia,Switzerland,4,2,80,D
Ragtime,United States,1,1,80.75,D
Railspur No. 1,Canada,2,NA,NA,G
Rainbow,United States,1,NA,NA,G
Rainbow Whisky,Japan,1,1,79,E
Rampur,India,4,3,76.76,E
Ramsbottom,United Kingdom,2,NA,NA,G
Ramston,Scotland,1,NA,NA,G
Ranch Wood,United States,3,1,59.33,G
Ranchwood,United States,1,NA,NA,G
Randy Ruby,Scotland,1,1,87.63,C
Ranger Creek,United States,6,2,78.25,E
Rangers,United States,1,NA,NA,G
Rangers Football Club,Scotland,9,NA,NA,G
Rangon Whisky,Malaysia,1,NA,NA,G
Ransom,United States,4,3,84.11,D
Rare Antique,United States,2,NA,NA,G
Rare Auld Blended,Scotland,1,1,87,C
Rare Highland Single Malt Whisky,Scotland,1,NA,NA,G
Rare Old Fitzgerald,United States,1,NA,NA,G
Rare Perfection,United States,8,1,90,B
Rascally Liquor,Scotland,6,6,77.6,E
Rasputin,United States,3,2,74.5,F
Rathskeller Rye,United States,1,NA,NA,G
Rattray's Selection,Scotland,3,1,87.57,C
Rauchkofel,Austria,2,2,90.5,B
Ravishing Rosie,Scotland,1,1,87.14,C
Re:Find,United States,1,NA,NA,G
Real Antique,Scotland,1,NA,NA,G
Real Mackay,Scotland,1,1,28,G
Rebecca,United States,1,NA,NA,G
Rebecca Creek,United States,1,NA,NA,G
Rebel Yell,United States,23,13,77.88,E
Rebell,Germany,1,1,76,E
Rebellion,United States,2,1,79,E
Red & Gold,United States,2,NA,NA,G
Red and Blue,United States,1,NA,NA,G
Red Baron,Scotland,1,1,88.4,C
Red Baron of Speyside,Scotland,1,1,88.09,C
Red Deer,Germany,2,2,82.49,D
Red Ducat,Scotland,1,NA,NA,G
Red Flower,Scotland,1,NA,NA,G
Red Hackle,Scotland,12,3,83.17,D
Red Hill,Scotland,1,NA,NA,G
Red Hills,Scotland,5,1,80,D
Red Jacket,Italy,NA,NA,NA,G
Red Lion,Scotland,2,1,70,F
Red Manor,Scotland,1,NA,NA,G
Red Peak's,Germany,6,4,76.06,E
Red River,United States,3,1,4,G
Red Rose,United Kingdom,3,NA,NA,G
Red Snake,Scotland,14,10,84.27,D
Red Star,Scotland,1,1,79,E
Red State,United States,2,NA,NA,G
Redbreast,Ireland,68,59,86.96,C
Redemption,United States,21,11,78.36,E
Redil,Scotland,1,NA,NA,G
Reece's,United States,4,NA,NA,G
Referendum,Scotland,1,NA,NA,G
Reflets de France,France,1,1,70.5,F
Reformator,Germany,1,NA,NA,G
Regal,,NA,NA,NA,G
Regal Queen,Scotland,1,NA,NA,G
Regal Reserve,Scotland,1,NA,NA,G
Regency,Scotland,1,NA,NA,G
Regent,Scotland,1,NA,NA,G
Reisetbauer,Austria,13,9,66.43,G
Reliance,Scotland,11,3,82.33,D
René de Miscault,France,1,NA,NA,G
Repeal,United States,1,1,84,D
Reserve,,NA,NA,NA,G
Reserve Legendaire,France,2,1,83,D
Reservoir,United States,15,5,83.4,D
Resurrection,Scotland,1,1,88.82,C
Revel Stoke,Canada,2,1,55,G
Reverend Paul's,United States,NA,NA,NA,G
Revolution Rye,United States,1,NA,NA,G
Rewco,United States,1,NA,NA,G
Rhetoric,United States,5,4,87.02,C
Rhinnesdhu,Scotland,2,1,86,C
Rhyniemhor,Scotland,1,NA,NA,G
Rich & Rare,Canada,1,1,82,D
Rich Grain Distilling Co.,United States,1,NA,NA,G
Richardson,Scotland,3,NA,NA,G
Rieger und Hofmeister,Germany,4,1,59,G
Rìgh Seumas,Scotland,2,2,82.47,D
Rissmoor,Germany,1,1,70,F
Rittenhouse,United States,27,20,84.33,D
Rivals,Scotland,1,1,90.5,B
River Baron,United States,1,NA,NA,G
Riverboat,United States,3,1,72,F
Riverflow,Scotland,1,1,77.8,E
Rixston,United States,1,NA,NA,G
RLOC,,2,NA,NA,G
Rob Roy,Scotland,14,3,81.78,D
Robbie Burns,Scotland,4,3,80.47,D
Robbie Dhu,Scotland,3,2,79,E
Robert Brown,Japan,6,NA,NA,G
Robert Burns,Scotland,22,19,75.58,E
Robert the Bruce,Scotland,1,NA,NA,G
Robertson's,Scotland,7,4,79.31,E
Rock Hill Farms,United States,4,4,84.93,D
Rock Oyster,Scotland,9,8,82.98,D
Rock Town,United States,28,10,80.67,D
Rock Whisky,Austria,3,1,81,D
RockCastle,United States,1,NA,NA,G
Rocky Mountain,United States,2,1,96,A
Rod & Rifle,United States,1,NA,NA,G
Roderick Dhu,Scotland,4,3,78.47,E
Rodger's Old Scots,Scotland,3,NA,NA,G
Rodger's Special,Scotland,1,NA,NA,G
Roe & Co,Ireland,1,1,80.47,D
Rogha,Scotland,1,1,93,B
Roghainn Nam Feareolais,Scotland,1,1,85,C
Rogin's Choice,United States,3,NA,NA,G
Rogner,Austria,6,1,75,E
Rogue,United States,2,2,69.13,G
Roknar,United States,3,NA,NA,G
Ron Burgundy,Scotland,1,NA,NA,G
Ronson,Scotland,2,NA,NA,G
Roof Rye,France,1,1,83,D
Rös,Denmark,1,1,80.5,D
Rose Brook,United States,1,NA,NA,G
Rose Manor Whisky,,1,NA,NA,G
Rosebank,Scotland,563,388,86.25,C
Roslags,Sweden,4,4,75.92,E
Ross & Cameron's,Scotland,2,1,91,B
Ross's,Scotland,1,NA,NA,G
Rosscanich,Scotland,1,1,92,B
Rossend Castle,Scotland,1,1,78.67,E
Rosslea,Scotland,1,NA,NA,G
Rouget de L'Isle,France,5,5,84.87,D
Rough Rider,United States,6,3,83.22,D
RoughStock,United States,15,8,74.59,F
Rowan's Creek,United States,22,17,82.99,D
Royal,Scotland,2,NA,NA,G
Royal Ages,Scotland,4,2,80.5,D
Royal Award,Scotland,1,NA,NA,G
Royal Blend,Scotland,1,NA,NA,G
Royal Brackla,Scotland,330,219,83.9,D
Royal Brewhouse,Indonesia,2,2,75.5,E
Royal Bruce,Scotland,2,1,71,F
Royal Burgh of Forres,Scotland,1,NA,NA,G
Royal Cadet,Scotland,1,NA,NA,G
Royal Canadian,Canada,5,3,73.5,F
Royal Cask,Scotland,1,NA,NA,G
Royal Castle,Scotland,2,NA,NA,G
Royal Challenge,India,3,1,70,F
Royal Charter,Canada,1,NA,NA,G
Royal Club,Scotland,2,NA,NA,G
Royal College Of Surgeons,Scotland,1,NA,NA,G
Royal Command,Scotland,1,1,87,C
Royal Crown,Scotland,2,NA,NA,G
Royal Crown,Canada,1,1,81,D
Royal Crystal,Scotland,6,NA,NA,G
Royal Culross,Scotland,5,2,80.13,D
Royal Deeside,Scotland,4,1,65,G
Royal Elgin,Scotland,3,2,84.5,D
Royal Escort,Scotland,3,NA,NA,G
Royal Findhorn,Scotland,1,1,78,E
Royal Game,Scotland,1,NA,NA,G
Royal Glendee,Scotland,1,1,89.64,C
Royal Highlander,Scotland,1,NA,NA,G
Royal Household,Japan,2,1,84,D
Royal Island,Scotland,6,3,88.75,C
Royal Lochnagar,Scotland,175,132,84.03,D
Royal Mac,Scotland,1,NA,NA,G
Royal MacGill,Scotland,1,NA,NA,G
Royal Martins',Scotland,1,1,83,D
Royal Park,Scotland,2,1,75,E
Royal Peacock,Scotland,1,NA,NA,G
Royal Pheasant,Scotland,1,1,77,E
Royal Reserve,Canada,2,NA,NA,G
Royal Salute,Scotland,70,43,85.33,C
Royal Sovereign,Scotland,1,NA,NA,G
Royal Stewart,Scotland,2,NA,NA,G
Royal Stirling,Scotland,2,1,71.5,F
Royal Thistle,Scotland,2,1,77,E
Royal Wedding Commemorative Miniature,Scotland,2,NA,NA,G
Royalty,Scotland,1,NA,NA,G
RR,Scotland,1,NA,NA,G
RÚA,United States,1,NA,NA,G
Ruadh Maor,Scotland,6,4,85.06,C
Ruby of Islay,Scotland,2,2,86.55,C
Rugenbräu,Switzerland,44,35,82.89,D
Run for the Roses,United States,2,NA,NA,G
Runrig,Scotland,1,1,83.5,D
Russell's Reserve,United States,44,26,85.42,C
Russenschnaps,,1,1,89.89,C
Rutherford & Kay,Scotland,1,NA,NA,G
Rutherford's,Scotland,22,3,78.33,E
RWO Malocherwhisky,Germany,2,1,81,D
Ryan & Wood,United States,1,NA,NA,G
Rye Royal,United States,1,NA,NA,G
Rye Whiskey 30,United States,1,NA,NA,G
Ryemageddon,United States,1,1,77,E
S & S Scotch,Scotland,1,NA,NA,G
S. S. P.,United States,1,1,84,D
S.S. Pierce,United States,4,1,88,C
Saburomaru,Japan,3,3,92.17,B
Saccone & Speed,Scotland,2,NA,NA,G
Sächsischer Single Malt,Germany,1,1,74.5,F
Sacred,United Kingdom,1,NA,NA,G
Saense Whisky,Netherlands,2,1,58,G
Safari Whisky,Kenya,1,1,61,G
Sagamore Spirit,United States,1,NA,NA,G
Saillt Mór,Germany,10,5,82.48,D
Sailor's,Scotland,2,NA,NA,G
Sainsbury's,Scotland,11,7,78.55,E
Saint Isidore,Scotland,1,1,86,C
Sainte Claire Club,Scotland,1,NA,NA,G
Salm Bräu,Austria,1,NA,NA,G
Salty Breeze,Scotland,2,NA,NA,G
Saltyre,Scotland,2,2,83.25,D
Sam Barton,Canada,2,1,70,F
Sam Clay,United States,4,NA,NA,G
Sam Houston,United States,7,4,78.06,E
Sam Schatz,Scotland,1,NA,NA,G
Sam Thompson,United States,1,NA,NA,G
Samaroli by Samaroli,Scotland,8,1,75.5,E
Samaroli Diamond,Scotland,1,NA,NA,G
Same as 10k,Scotland,1,1,86.86,C
Samrock,United States,1,1,76,E
Samuel Grant,United States,1,NA,NA,G
Samuel Smith & Son,Australia,7,2,84,D
San Diego Distillery,United States,3,NA,NA,G
San Graal,Belgium,2,2,71.28,F
Sandeman,Scotland,6,1,64,G
Sandend,Scotland,1,1,87.11,C
Sandend Bay,Scotland,3,3,83.69,D
Sandy Macdonald,Scotland,5,3,83.08,D
Sandy Macnab's,Scotland,7,4,83.46,D
Sandy Macniel,United States,NA,NA,NA,G
Sandy Ross,Scotland,1,NA,NA,G
Sankt Johann,Germany,1,NA,NA,G
Säntis Malt,Switzerland,161,133,83.18,D
Säntisblick,Switzerland,6,4,56.46,G
Sapporo,Japan,3,2,82.5,D
Saturday,Japan,2,NA,NA,G
Saunders',Scotland,3,NA,NA,G
Savoy,,1,1,69,G
Sazerac,United States,22,18,88.99,C
Sbell,Angola,1,NA,NA,G
Scalloway,Scotland,1,NA,NA,G
Scallywag,Scotland,15,15,88.16,C
Scapa,Scotland,312,177,83.92,D
Schenley,Canada,16,3,75.67,E
Schloss Marienburg,Germany,1,NA,NA,G
Schlosswhisky,Germany,4,1,79.38,E
Schnucks,United States,1,NA,NA,G
Schraml,Germany,1,NA,NA,G
Schwäbischer Whisky,Germany,5,1,70,F
Schwane Destillerie,Germany,6,4,83.67,D
Schwarzbuebe,Switzerland,1,1,72,F
Schwarze,Germany,1,NA,NA,G
Schwarzer Pirat,Germany,4,2,77.34,E
Schwarzwälder Whisky,Germany,1,1,71,F
Schwenker,Germany,3,2,86.5,C
Scot's Castle,Scotland,1,NA,NA,G
Scotch  Label,Scotland,2,NA,NA,G
Scotch Blue,Scotland,2,2,74,F
Scotch Clan,Scotland,1,NA,NA,G
Scotch Clarion,Scotland,1,1,60,G
Scotch Flag,Scotland,1,NA,NA,G
Scotch Forest,Scotland,1,NA,NA,G
Scotch Guard,Scotland,4,NA,NA,G
Scotch Islay Single Malt Whisky,Scotland,1,1,89.5,C
Scotch Malt Whisky,Scotland,3,2,83.62,D
Scotch No. 10,Scotland,6,1,79.25,E
Scotch Ocean,Scotland,1,NA,NA,G
Scotch on the Rocks,Scotland,1,NA,NA,G
Scotch Rill,Scotland,2,NA,NA,G
Scotch Universe,Scotland,51,48,86.35,C
Scotch Whisky,Scotland,10,4,80.25,D
Scotchman,Scotland,2,1,58.5,G
Scotchwhisky.com,Scotland,1,1,87,C
Scotia Royale,Scotland,2,1,80.75,D
Scotland's Ripe Old Age,Scotland,1,NA,NA,G
Scots Grey,Scotland,NA,NA,NA,G
Scots Guards,Scotland,1,NA,NA,G
Scots Knight,Scotland,1,NA,NA,G
Scots Poet,Scotland,1,NA,NA,G
Scott & Baxter,,5,NA,NA,G
Scott's Special,Scotland,1,1,82.67,D
Scottish Arch-Duke,Scotland,1,NA,NA,G
Scottish Buiterling,Germany,5,3,86.67,C
Scottish Castle,Scotland,1,NA,NA,G
Scottish Castles,Scotland,2,NA,NA,G
Scottish Collie,Scotland,3,2,67.34,G
Scottish Cream,Scotland,1,NA,NA,G
Scottish Crown,Scotland,1,NA,NA,G
Scottish Dance,Scotland,2,NA,NA,G
Scottish Glen,Scotland,1,NA,NA,G
Scottish Glory,Scotland,3,2,70,F
Scottish Leader,Scotland,19,11,76.45,E
Scottish Majesty,Scotland,2,NA,NA,G
Scottish Parliament,Scotland,5,1,85,C
Scottish Peer,Scotland,1,NA,NA,G
Scottish Prince,Scotland,1,1,77,E
Scottish Queen,Scotland,1,NA,NA,G
Scottish Royal,Scotland,2,NA,NA,G
Scriptor,Germany,6,3,70.83,F
Sculte,Netherlands,8,4,85.21,C
Seagram's,Canada,41,18,75.39,E
Seamróg,Ireland,1,1,84.25,D
Sean's Bar,Ireland,1,1,83,D
Seann Phortrigh,Scotland,1,NA,NA,G
Seattle Distilling,United States,1,NA,NA,G
Second Glance,United States,1,1,84,D
Secret Bottlings Series,Scotland,21,17,83.94,D
Secret Casks,Scotland,1,1,86.6,C
Secret Distillery,Scotland,7,7,85.54,C
Secret Highland,Scotland,1,1,83,D
Secret Islay,Scotland,6,2,86.8,C
Secret Orkney Distillery,Scotland,1,1,86.72,C
Secret Speyside Distillery,Scotland,7,6,88.07,C
Secrets of Islay,Scotland,1,1,85.33,C
Seetaler Ur-Dinkel,Switzerland,8,5,83.6,D
Selection from Islay,Scotland,3,1,67,G
Selkie,Scotland,1,1,83.56,D
Sempione,Switzerland,1,NA,NA,G
Senator Corby,United States,1,NA,NA,G
Sennachie,Scotland,2,2,94,B
Seppelbauer,Austria,1,NA,NA,G
Serendipity,Scotland,1,1,83.45,D
Setter,United States,1,NA,NA,G
Seute Deern,Germany,4,2,79.67,E
Seven Brothers,United States,1,NA,NA,G
Seven Devils,United States,1,NA,NA,G
Seven Eleven,Scotland,1,NA,NA,G
Seven Islands,Scotland,1,1,84.5,D
Seven Oaks,United States,3,1,68,G
Seven Stills of San Francisco,United States,4,3,84.33,D
Seventeen Twelve,United States,2,1,80.29,D
Seventieth Anniversary Malt,Scotland,1,1,87.9,C
Shady Springs,United States,1,NA,NA,G
Shanahan's,Ireland,2,2,76.5,E
Share & Enjoy,Scotland,1,1,87,C
Shaw,Ireland,1,1,76,E
Shays' Rebellion,United States,1,NA,NA,G
Sheep Dip,Scotland,23,17,79.73,E
Sheeps under Palms,Germany,1,1,88,C
Sheffer Fort,United States,4,2,47.5,G
Shefford Manor,Canada,1,1,67,G
Shelter Distilling,United States,1,NA,NA,G
Shelter Point,Canada,7,3,86.89,C
Shenk's Homestead,United States,3,3,85.5,C
Shenton A. L.,Canada,1,NA,NA,G
Sherbrook,United States,1,1,90,B
Sherry,Scotland,2,1,83.24,D
Sherry Bomb,Germany,2,2,89.36,C
Sherry Cask Collection,Scotland,6,6,86.59,C
Sherry Darling,Sweden,4,4,82.32,D
Sherwood,United States,1,NA,NA,G
Shetland,Scotland,1,NA,NA,G
Shetland Reel,Scotland,7,2,85.5,C
Shieldaig,Scotland,11,3,80.58,D
Shin,Japan,2,2,79,E
Shinshu,Japan,124,88,86.42,C
Shippen Bros.,United States,2,2,81.67,D
Shirakawa,Japan,NA,NA,NA,G
Shootlands,Scotland,1,NA,NA,G
Shore Porters' Society,Scotland,1,NA,NA,G
Short Mountain,United States,1,NA,NA,G
Shyte Whisky,Scotland,1,1,83,D
SIA,Scotland,1,1,75,E
Siar-Port,Scotland,1,1,81,D
Signature,India,1,1,72,F
Sikkim,India,4,4,58,G
Sild,Germany,3,2,83.9,D
Silkie,Ireland,1,1,61.67,G
Silver Barley,Scotland,1,NA,NA,G
Silver Coyote,United States,1,1,81,D
Silver Pitcher,United States,1,NA,NA,G
Silver Seal,Scotland,15,11,76.25,E
Silver Star,United States,1,NA,NA,G
Silverhorn,United States,1,NA,NA,G
Silverstone,Scotland,2,NA,NA,G
Simon's,Germany,2,1,71.5,F
Simpson's,Scotland,2,NA,NA,G
Sin-Gold,Germany,8,5,73.87,F
Single Barrel Light Whiskey,United States,4,2,80.5,D
Single Barrel Rye Whiskey,United States,1,1,82,D
Single Cask Single Island Malt,Scotland,1,1,84.67,D
Single Cask Single Islay Malt,Scotland,4,2,82,D
Single Cask Whisky,,3,3,90.74,B
Single Grain Scotch Whisky,Scotland,2,2,81.13,D
Single Highland Malt,Scotland,3,1,86.25,C
Single Highland Malt Whisky,Scotland,1,NA,NA,G
Single Irish Malt,Ireland,2,1,78,E
Single Island Malt,Scotland,6,3,86.33,C
Single Islay Malt,Scotland,12,7,83.89,D
Single Islay Malt Scotch Whisky,Scotland,3,2,80.67,D
Single Lowland Grain,Scotland,1,1,90.92,B
Single Lowland Malt,Scotland,3,2,80.75,D
Single Malt,,3,1,86.18,C
Single Malt Highland Scotch Whisky,Scotland,1,NA,NA,G
Single Malt Irish Whiskey,Ireland,25,23,86.65,C
Single Malt Scotch Whisky,Scotland,10,3,79.83,E
Single Malt Speyside Scotch Whisky,Scotland,1,1,73,F
Single Malt Whisky,,2,2,85.25,C
Single Speyside,Scotland,2,1,86,C
Single Speyside Malt,Scotland,4,1,88.47,C
Single Speyside Malt Scotch Whisky,Scotland,2,1,87,C
Single-single,Scotland,13,9,86.94,C
Sintez Group & Co,Scotland,1,NA,NA,G
Siobhán,Ireland,1,1,90.21,B
Sir Connery,Scotland,1,1,64.33,G
Sir Edward's,Scotland,11,3,62.92,G
Sir Frederic,Scotland,1,NA,NA,G
Sir Harald,Scotland,1,NA,NA,G
Sir James,Scotland,1,NA,NA,G
Sir No. 1,Scotland,1,NA,NA,G
Sir Pitterson,Scotland,2,1,31,G
Sir Walter Raleigh,Scotland,5,1,68,G
Six & Twenty,United States,1,NA,NA,G
Skagit Moon,United States,NA,NA,NA,G
Skara Brae,Scotland,4,2,86.41,C
Skara Brae,Scotland,1,1,83,D
Skerridhu,Scotland,1,1,84,D
Skibbereen Eagle,Ireland,NA,NA,NA,G
Skip Rock,United States,1,NA,NA,G
Skot'Tiche,Belgium,1,1,51,G
Skotlantilaista Whiskyä,Scotland,1,NA,NA,G
SKScott,Scotland,1,NA,NA,G
Skye,Scotland,1,1,96,A
Slaintheva,Scotland,8,4,81.2,D
Slane,Ireland,3,3,76.83,E
Slane Castle,Ireland,2,2,72.75,F
Slaughter House,United States,1,1,85.33,C
Sleipnir,France,1,1,75,E
Slieve Foy,Ireland,3,1,85,C
Slitisian,Germany,4,3,60.83,G
Slochmor,Scotland,1,1,85,C
Sloupisti,Germany,13,12,73.75,F
Slow Hand,United States,2,1,75,E
Slyrs,Germany,115,80,77.16,E
SmallestWhiskyBarOnEarth,Switzerland,29,13,79.26,E
Smo'key,Scotland,2,NA,NA,G
Smögen,Sweden,34,27,85.77,C
Smoke Bomb,Scotland,1,1,82.75,D
Smoked!,Scotland,1,1,82,D
Smokehead,Scotland,15,12,83.48,D
Smokestack,Scotland,1,1,83.5,D
Smokey Joe,Scotland,2,1,79.87,E
Smokin',Scotland,1,1,78.44,E
Smokin' Islay Malt,Scotland,1,1,87.85,C
Smoking Buffalo,Scotland,7,7,86.82,C
Smoking Islay,Scotland,52,40,84.84,D
Smoking Mill,Scotland,1,1,90,B
Smoky Goat,Scotland,1,1,74.92,F
Smoky Voice,Scotland,1,1,87.17,C
Smooth Ambler,United States,143,40,83.96,D
Smooth Gentleman,Scotland,4,3,79.11,E
Smuggler's Vintage Cask,Scotland,1,1,87,C
Smugglers' Notch,United States,4,NA,NA,G
Snake River,United States,1,1,17,G
Society of Bourbon Connoisseurs,United States,6,2,83,D
Solo,Scotland,1,NA,NA,G
Somerset,Scotland,1,NA,NA,G
Something Special,Scotland,21,12,82.67,D
Somewhere from the Speyside,Scotland,2,1,80.57,D
Somewhere in Ireland,Ireland,1,1,89.43,C
Somewhere in Speyside,Scotland,1,1,91.59,B
Somewhere in the Speyside Region,Scotland,1,1,89.17,C
Son of a Gun,United Kingdom,1,NA,NA,G
Son of a Peat,Scotland,1,NA,NA,G
Sonnenbräu,Switzerland,6,4,78.38,E
Sonnenscheiner,Germany,4,4,71.11,F
Sonoma County,United States,16,13,85.17,C
Sons of Liberty,United States,6,4,78.5,E
Sound of Iona,Scotland,1,NA,NA,G
Sound of Islay,Scotland,2,2,83.5,D
South Boston,United States,1,1,70,F
South Island,New Zealand,9,6,81.32,D
South Islay Jewel,Scotland,1,1,89,C
South Islay Single Malt,Scotland,1,1,85.5,C
South of Islay,Scotland,2,2,84.68,D
South Shore,Scotland,3,3,85.44,C
South Shore Islay Malt,Scotland,1,1,84.6,D
Southern Artisan Spirits,United States,2,NA,NA,G
Southern Coast Distillers,Australia,8,2,83.5,D
Southern Grain Spirits,New Zealand,1,1,65.33,G
Southern Islay Single Malt Scotch Whisky,Scotland,1,1,80.67,D
Southern Star,United States,5,NA,NA,G
Southern Tier,United States,2,NA,NA,G
Southshore,Scotland,2,2,87.45,C
Spade&Bushel,Ireland,1,1,81,D
Speakeasy,United States,1,NA,NA,G
Speakeasy Select,United States,1,NA,NA,G
